"yearbuilt","finsqft","cooling","bedroom","fullbath","halfbath","lotsize","totalvalue","esdistrict","msdistrict","hsdistrict","censustract","age","condition","fp"
1992,4599,"Central Air",4,3,1,3.704,1425200,"Murray","Henley","Western Albemarle","110",27,"Average",1
1980,2992,"Central Air",3,3,1,1.434,861500,"Murray","Henley","Western Albemarle","110",39,"Average",1
1978,3204,"Central Air",4,3,1,1.471,1215200,"Murray","Henley","Western Albemarle","110",41,"Good",1
1978,3402,"Central Air",4,4,2,2.517,1342600,"Murray","Henley","Western Albemarle","110",41,"Good",1
1985,2232,"Central Air",4,3,1,2.557,1005000,"Murray","Henley","Western Albemarle","110",34,"Average",1
1982,2414,"Central Air",4,4,0,1.391,596000,"Murray","Henley","Western Albemarle","110",37,"Fair",1
1979,2804,"Central Air",3,2,1,1.584,748200,"Murray","Henley","Western Albemarle","110",40,"Average",1
1979,2473,"Central Air",3,3,1,1.879,705600,"Murray","Henley","Western Albemarle","110",40,"Fair",1
1978,2955,"Central Air",4,2,1,1.917,856900,"Murray","Henley","Western Albemarle","110",41,"Average",1
1982,3288,"Central Air",4,4,0,1.006,938600,"Murray","Henley","Western Albemarle","110",37,"Good",1
1983,2088,"Central Air",4,3,1,1.033,781700,"Murray","Henley","Western Albemarle","110",36,"Good",1
1980,2758,"Central Air",3,2,2,1.662,812900,"Murray","Henley","Western Albemarle","110",39,"Good",1
1979,2451,"Central Air",4,3,1,1.718,942000,"Murray","Henley","Western Albemarle","110",40,"Good",1
1977,3960,"Central Air",4,4,2,1.801,1145400,"Murray","Henley","Western Albemarle","110",42,"Good",1
1969,4531,"Central Air",4,3,2,1.269,1328100,"Murray","Henley","Western Albemarle","110",50,"Good",1
1970,6591,"Central Air",4,4,2,6.678,2714500,"Murray","Henley","Western Albemarle","110",49,"Average",1
1973,3622,"Central Air",5,4,1,1.284,922700,"Murray","Henley","Western Albemarle","110",46,"Fair",1
1977,2778,"Central Air",4,3,1,1.74,939900,"Murray","Henley","Western Albemarle","110",42,"Excellent",1
1980,4734,"Central Air",4,3,0,1.458,1327200,"Murray","Henley","Western Albemarle","110",39,"Excellent",1
1975,4513,"Central Air",4,3,2,1.653,1922500,"Murray","Henley","Western Albemarle","110",44,"Good",1
1976,3114,"Central Air",4,3,1,1.838,879300,"Murray","Henley","Western Albemarle","110",43,"Average",1
1987,1928,"Central Air",3,2,1,2.039,738100,"Murray","Henley","Western Albemarle","110",32,"Average",1
1986,2976,"Central Air",3,2,3,1.556,690600,"Murray","Henley","Western Albemarle","110",33,"Average",1
1980,3438,"Central Air",3,5,1,1.578,995100,"Murray","Henley","Western Albemarle","110",39,"Average",1
1979,3434,"Central Air",4,3,1,1.505,871300,"Murray","Henley","Western Albemarle","110",40,"Average",1
1980,3034,"Central Air",4,2,1,1.556,960300,"Murray","Henley","Western Albemarle","110",39,"Good",1
1976,3499,"Central Air",3,3,1,1.521,989400,"Murray","Henley","Western Albemarle","110",43,"Good",1
1986,3842,"Central Air",4,4,1,1.279,1266900,"Murray","Henley","Western Albemarle","110",33,"Average",1
1973,4123,"Central Air",5,5,1,1.373,1274100,"Murray","Henley","Western Albemarle","110",46,"Average",1
2002,3529,"Central Air",3,4,0,1.433,1134700,"Murray","Henley","Western Albemarle","110",17,"Average",1
1989,4344,"Central Air",4,4,1,1.132,1026400,"Murray","Henley","Western Albemarle","110",30,"Average",1
1992,3061,"Central Air",3,3,1,1.75,1318200,"Murray","Henley","Western Albemarle","110",27,"Average",1
1990,3934,"Central Air",4,3,1,1.209,906200,"Murray","Henley","Western Albemarle","110",29,"Average",1
1963,2578,"Central Air",4,3,1,1.374,779800,"Murray","Henley","Western Albemarle","110",56,"Fair",1
1979,2885,"Central Air",5,3,1,1.169,860300,"Murray","Henley","Western Albemarle","110",40,"Average",1
1969,2109,"Central Air",4,4,0,1.326,836000,"Murray","Henley","Western Albemarle","110",50,"Good",1
1963,3420,"Central Air",5,3,2,1.142,1559000,"Murray","Henley","Western Albemarle","110",56,"Good",1
2005,4372,"Central Air",4,6,1,1.14,1466900,"Murray","Henley","Western Albemarle","110",14,"Average",1
1978,2182,"Central Air",3,2,1,1.011,711100,"Murray","Henley","Western Albemarle","110",41,"Fair",1
2000,4103,"Central Air",4,3,1,1.041,1224900,"Murray","Henley","Western Albemarle","110",19,"Average",1
1974,3571,"Central Air",3,3,0,1.109,990100,"Murray","Henley","Western Albemarle","110",45,"Average",1
1968,2623,"Central Air",3,2,1,1.025,750000,"Murray","Henley","Western Albemarle","110",51,"Good",1
2011,7639,"Central Air",6,5,1,1.015,3211300,"Murray","Henley","Western Albemarle","110",8,"Average",1
1962,3657,"Central Air",4,3,1,1.172,1380600,"Murray","Henley","Western Albemarle","110",57,"Good",1
1963,2519,"Central Air",2,3,0,1.03,777700,"Murray","Henley","Western Albemarle","110",56,"Fair",1
1969,3965,"Central Air",4,4,1,1.095,1841600,"Murray","Henley","Western Albemarle","110",50,"Excellent",1
1968,4040,"Central Air",4,3,1,1.825,1057900,"Murray","Henley","Western Albemarle","110",51,"Average",1
1965,4572,"Central Air",3,3,2,1.71,1661100,"Murray","Henley","Western Albemarle","110",54,"Average",1
1969,2573,"Central Air",4,3,1,1.178,875500,"Murray","Henley","Western Albemarle","110",50,"Average",1
1970,1884,"Central Air",4,4,0,1.167,873100,"Murray","Henley","Western Albemarle","110",49,"Average",1
1965,3307,"Central Air",3,2,1,1.551,939900,"Murray","Henley","Western Albemarle","110",54,"Average",1
1965,3858,"Central Air",6,5,2,1.337,1299000,"Murray","Henley","Western Albemarle","110",54,"Good",1
1969,3441,"Central Air",4,4,1,1.393,967300,"Murray","Henley","Western Albemarle","110",50,"Average",1
1981,6772,"Central Air",5,4,1,1.172,1816900,"Murray","Henley","Western Albemarle","110",38,"Average",1
1970,5835,"Central Air",4,5,0,1.19,1415100,"Murray","Henley","Western Albemarle","110",49,"Excellent",1
1969,3360,"Central Air",4,3,1,1.094,1042600,"Murray","Henley","Western Albemarle","110",50,"Average",1
1970,3153,"Central Air",4,3,1,1.307,1101600,"Murray","Henley","Western Albemarle","110",49,"Average",1
1988,3776,"Central Air",5,4,2,1.298,1191600,"Murray","Henley","Western Albemarle","110",31,"Good",1
1998,5138,"Central Air",4,5,1,1.325,1498300,"Murray","Henley","Western Albemarle","110",21,"Average",1
1976,4777,"Central Air",5,5,1,1.301,1867800,"Murray","Henley","Western Albemarle","110",43,"Average",1
1971,3230,"Central Air",3,3,1,1.7,1066400,"Murray","Henley","Western Albemarle","110",48,"Average",1
1969,3275,"Central Air",4,3,1,1.701,1190800,"Murray","Henley","Western Albemarle","110",50,"Average",1
1973,4048,"Central Air",4,5,2,1.549,1467600,"Murray","Henley","Western Albemarle","110",46,"Average",1
2009,4142,"Central Air",4,6,0,1.371,1736900,"Murray","Henley","Western Albemarle","110",10,"Average",1
1963,4922,"Central Air",4,4,2,1.368,1335900,"Murray","Henley","Western Albemarle","110",56,"Average",1
1963,4525,"Central Air",5,4,2,1.381,1460800,"Murray","Henley","Western Albemarle","110",56,"Good",1
1969,3570,"Central Air",5,3,2,1.339,1270400,"Murray","Henley","Western Albemarle","110",50,"Average",1
1972,5853,"Central Air",6,6,0,1.192,1526200,"Murray","Henley","Western Albemarle","110",47,"Average",1
1961,2943,"Central Air",4,4,1,1.19,1100300,"Murray","Henley","Western Albemarle","110",58,"Good",1
1969,3248,"Central Air",4,3,2,1.66,1315500,"Murray","Henley","Western Albemarle","110",50,"Good",1
1965,4085,"Central Air",5,6,0,1.894,1106100,"Murray","Henley","Western Albemarle","110",54,"Fair",1
1968,6773,"Central Air",4,5,2,1.004,1839900,"Murray","Henley","Western Albemarle","110",51,"Good",1
1970,2616,"Central Air",3,4,1,1.539,872000,"Murray","Henley","Western Albemarle","110",49,"Average",1
1963,5316,"Central Air",4,4,1,1.515,1816800,"Murray","Henley","Western Albemarle","110",56,"Excellent",1
1967,3437,"Central Air",4,3,2,1.01,1180900,"Murray","Henley","Western Albemarle","110",52,"Excellent",1
1966,4811,"Central Air",5,4,1,1.002,1544500,"Murray","Henley","Western Albemarle","110",53,"Good",1
1966,1197,"Central Air",4,3,1,1.572,906600,"Murray","Henley","Western Albemarle","110",53,"Average",1
1969,2815,"Central Air",4,3,1,1.215,976300,"Murray","Henley","Western Albemarle","110",50,"Average",1
1966,2957,"Central Air",4,2,2,1.284,865200,"Murray","Henley","Western Albemarle","110",53,"Average",1
1970,3041,"Central Air",3,2,1,1.19,667800,"Murray","Henley","Western Albemarle","110",49,"Fair",1
1965,2083,"Central Air",4,3,1,1.251,720700,"Murray","Henley","Western Albemarle","110",54,"Average",1
1968,1889,"Central Air",3,3,0,1.678,729700,"Murray","Henley","Western Albemarle","110",51,"Good",1
1977,2270,"Central Air",3,2,1,1.326,822700,"Murray","Henley","Western Albemarle","110",42,"Average",1
1981,3348,"Central Air",4,5,0,1.001,1041800,"Murray","Henley","Western Albemarle","110",38,"Average",1
1979,2269,"Central Air",4,4,1,1.016,882900,"Murray","Henley","Western Albemarle","110",40,"Good",1
1970,3113,"Central Air",3,2,1,1.087,741100,"Murray","Henley","Western Albemarle","110",49,"Average",1
1978,2718,"Central Air",4,3,0,1.74,837000,"Murray","Henley","Western Albemarle","110",41,"Average",1
1976,2667,"Central Air",3,2,1,2.009,748900,"Murray","Henley","Western Albemarle","110",43,"Good",1
1968,5234,"Central Air",6,4,1,1.21,1332700,"Murray","Henley","Western Albemarle","110",51,"Average",1
1976,2652,"Central Air",3,2,1,1.45,862700,"Murray","Henley","Western Albemarle","110",43,"Good",1
1974,4751,"Central Air",4,4,3,1.475,1714000,"Murray","Henley","Western Albemarle","110",45,"Excellent",1
1970,4058,"Central Air",4,4,1,1.53,1209400,"Murray","Henley","Western Albemarle","110",49,"Average",1
1970,3796,"Central Air",6,5,0,2.07,1812100,"Murray","Henley","Western Albemarle","110",49,"Good",1
1975,3010,"Central Air",3,3,2,1.403,817600,"Murray","Henley","Western Albemarle","110",44,"Average",1
1969,2021,"Central Air",2,2,1,0,683300,"Murray","Henley","Western Albemarle","110",50,"Average",1
1969,1940,"Central Air",2,2,1,0,700800,"Murray","Henley","Western Albemarle","110",50,"Excellent",1
1969,2249,"Central Air",3,2,1,0,736400,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,2249,"Central Air",3,3,1,0,621900,"Murray","Henley","Western Albemarle","110",50,"Average",1
1969,2293,"Central Air",3,3,1,0,703100,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,1606,"Central Air",2,2,1,0.183,622600,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,1953,"Central Air",3,2,1,0.316,686800,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,1881,"Central Air",3,2,1,0,696800,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,2090,"Central Air",2,2,1,0,738500,"Murray","Henley","Western Albemarle","110",50,"Good",1
1968,1514,"Central Air",2,2,1,0,618000,"Murray","Henley","Western Albemarle","110",51,"Good",1
1969,1724,"Central Air",2,2,1,0,648100,"Murray","Henley","Western Albemarle","110",50,"Good",1
1968,2869,"Central Air",3,3,0,0.262,845300,"Murray","Henley","Western Albemarle","110",51,"Good",1
1969,3732,"Central Air",3,4,1,0.463,1076500,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,2549,"Central Air",3,4,0,0,849500,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,2409,"Central Air",5,3,1,0,780700,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,1878,"Central Air",2,2,1,0,759600,"Murray","Henley","Western Albemarle","110",50,"Good",1
1968,2147,"Central Air",2,2,1,0.23,824300,"Murray","Henley","Western Albemarle","110",51,"Good",1
1969,2601,"Central Air",2,3,1,0.2,912800,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,2777,"Central Air",3,3,1,0,921800,"Murray","Henley","Western Albemarle","110",50,"Excellent",1
1969,1514,"Central Air",2,2,1,0,706200,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,1518,"Central Air",2,2,1,0.125,699800,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,1518,"Central Air",2,2,1,0.09,660800,"Murray","Henley","Western Albemarle","110",50,"Good",1
1969,1518,"Central Air",2,2,1,0,665200,"Murray","Henley","Western Albemarle","110",50,"Good",1
1983,2984,"Central Air",4,3,1,0,846400,"Murray","Henley","Western Albemarle","110",36,"Average",1
1982,2546,"Central Air",4,3,1,0,838800,"Murray","Henley","Western Albemarle","110",37,"Average",1
1983,2589,"Central Air",3,3,1,0,837500,"Murray","Henley","Western Albemarle","110",36,"Good",1
1983,2589,"Central Air",4,3,0,0,787400,"Murray","Henley","Western Albemarle","110",36,"Average",1
1983,2479,"Central Air",3,3,1,0,864000,"Murray","Henley","Western Albemarle","110",36,"Good",1
1983,2714,"Central Air",4,3,1,0,854700,"Murray","Henley","Western Albemarle","110",36,"Good",1
1982,2747,"Central Air",4,2,1,0,876300,"Murray","Henley","Western Albemarle","110",37,"Fair",1
1982,2556,"Central Air",4,3,1,0,942600,"Murray","Henley","Western Albemarle","110",37,"Good",1
1982,2556,"Central Air",4,3,0,0,917600,"Murray","Henley","Western Albemarle","110",37,"Good",1
1982,3298,"Central Air",3,3,1,0,1082700,"Murray","Henley","Western Albemarle","110",37,"Good",1
1998,2612,"Central Air",3,2,1,0.123,872600,"Murray","Henley","Western Albemarle","110",21,"Average",1
1997,4011,"Central Air",3,5,1,0.31,1247200,"Murray","Henley","Western Albemarle","110",22,"Average",1
1999,4848,"Central Air",3,3,2,0.237,1223900,"Murray","Henley","Western Albemarle","110",20,"Good",1
1998,2360,"Central Air",3,3,1,0.248,1175400,"Murray","Henley","Western Albemarle","110",21,"Average",1
1998,2267,"Central Air",2,2,0,0.191,994200,"Murray","Henley","Western Albemarle","110",21,"Average",1
1999,2784,"Central Air",2,2,1,0.126,1162300,"Murray","Henley","Western Albemarle","110",20,"Average",1
1999,2183,"Central Air",2,3,1,0.16,1130500,"Murray","Henley","Western Albemarle","110",20,"Average",1
1999,2139,"Central Air",3,3,1,0.179,1144100,"Murray","Henley","Western Albemarle","110",20,"Average",1
1999,2399,"Central Air",3,3,1,0.133,867400,"Murray","Henley","Western Albemarle","110",20,"Average",1
2001,1991,"Central Air",4,3,0,0.319,739500,"Murray","Henley","Western Albemarle","110",18,"Average",1
2000,1884,"Central Air",3,3,0,0.164,656400,"Murray","Henley","Western Albemarle","110",19,"Average",1
2000,1985,"Central Air",3,3,1,0.164,680000,"Murray","Henley","Western Albemarle","110",19,"Average",1
1999,1985,"Central Air",3,3,0,0.148,680300,"Murray","Henley","Western Albemarle","110",20,"Average",1
1999,1885,"Central Air",2,3,0,0.146,655900,"Murray","Henley","Western Albemarle","110",20,"Average",1
1996,3549,"Central Air",4,3,1,0.248,920200,"Murray","Henley","Western Albemarle","110",23,"Average",1
1999,2848,"Central Air",3,2,1,0.191,824800,"Murray","Henley","Western Albemarle","110",20,"Average",1
1998,2804,"Central Air",4,2,1,0.18,816900,"Murray","Henley","Western Albemarle","110",21,"Average",1
1998,1953,"Central Air",3,2,0,0.177,762100,"Murray","Henley","Western Albemarle","110",21,"Average",1
1997,2733,"Central Air",3,2,1,0.23,781100,"Murray","Henley","Western Albemarle","110",22,"Average",1
1992,2145,"Central Air",3,3,0,0.255,619400,"Murray","Henley","Western Albemarle","110",27,"Average",1
1992,2202,"Central Air",2,2,1,0.135,586400,"Murray","Henley","Western Albemarle","110",27,"Good",1
1999,2370,"Central Air",4,3,1,0.335,1111600,"Murray","Henley","Western Albemarle","110",20,"Good",1
1995,2943,"Central Air",4,3,1,0.168,846900,"Murray","Henley","Western Albemarle","110",24,"Good",1
1998,3021,"Central Air",3,3,0,0.167,812300,"Murray","Henley","Western Albemarle","110",21,"Average",1
1994,2814,"Central Air",3,3,1,0.244,886900,"Murray","Henley","Western Albemarle","110",25,"Average",1
1994,2548,"Central Air",4,3,0,0.34,818100,"Murray","Henley","Western Albemarle","110",25,"Average",1
1999,3176,"Central Air",3,2,1,0.254,899600,"Murray","Henley","Western Albemarle","110",20,"Average",1
1998,2511,"Central Air",3,2,1,0.142,802400,"Murray","Henley","Western Albemarle","110",21,"Average",1
1998,2527,"Central Air",3,2,0,0.149,749900,"Murray","Henley","Western Albemarle","110",21,"Average",1
1995,3034,"Central Air",4,4,1,0.224,938600,"Murray","Henley","Western Albemarle","110",24,"Average",1
1985,2856,"Central Air",4,5,0,0,778800,"Murray","Henley","Western Albemarle","110",34,"Good",1
1985,2008,"Central Air",4,3,0,0,611400,"Murray","Henley","Western Albemarle","110",34,"Average",1
1985,2020,"Central Air",2,2,1,0,604500,"Murray","Henley","Western Albemarle","110",34,"Average",1
1985,2480,"Central Air",3,2,1,0,686000,"Murray","Henley","Western Albemarle","110",34,"Good",1
1985,1828,"Central Air",3,2,0,0,567100,"Murray","Henley","Western Albemarle","110",34,"Average",1
1984,2020,"Central Air",2,2,0,0,603600,"Murray","Henley","Western Albemarle","110",35,"Average",1
1984,2684,"Central Air",3,3,1,0,710600,"Murray","Henley","Western Albemarle","110",35,"Good",1
1984,1837,"Central Air",3,2,1,0,560100,"Murray","Henley","Western Albemarle","110",35,"Average",1
1984,1970,"Central Air",3,2,1,0,646500,"Murray","Henley","Western Albemarle","110",35,"Poor",1
1984,2542,"Central Air",3,3,0,0,775600,"Murray","Henley","Western Albemarle","110",35,"Good",1
1985,2544,"Central Air",3,3,1,0,686400,"Murray","Henley","Western Albemarle","110",34,"Fair",1
1985,2850,"Central Air",5,4,1,0,786900,"Murray","Henley","Western Albemarle","110",34,"Fair",1
1985,3026,"Central Air",3,2,1,0,864200,"Murray","Henley","Western Albemarle","110",34,"Good",1
1984,4033,"Central Air",4,3,2,0,990900,"Murray","Henley","Western Albemarle","110",35,"Good",1
1982,2683,"Central Air",4,4,0,0,910600,"Murray","Henley","Western Albemarle","110",37,"Average",1
1984,1922,"Central Air",3,2,1,0.215,681400,"Murray","Henley","Western Albemarle","110",35,"Average",1
1984,2718,"Central Air",3,3,1,0,885100,"Murray","Henley","Western Albemarle","110",35,"Good",1
1983,4514,"Central Air",4,4,1,0,1398400,"Murray","Henley","Western Albemarle","110",36,"Good",1
1982,4069,"Central Air",4,3,1,0.307,974100,"Murray","Henley","Western Albemarle","110",37,"Average",1
1986,1066,"Central Air",2,2,0,0,527000,"Murray","Henley","Western Albemarle","110",33,"Average",1
1986,1066,"Central Air",2,2,0,0,551600,"Murray","Henley","Western Albemarle","110",33,"Good",1
1986,1066,"Central Air",2,2,1,0,558000,"Murray","Henley","Western Albemarle","110",33,"Average",1
1986,1066,"Central Air",2,2,1,0,516700,"Murray","Henley","Western Albemarle","110",33,"Fair",1
1986,1066,"Central Air",2,2,1,0,544900,"Murray","Henley","Western Albemarle","110",33,"Average",1
1986,1066,"Central Air",2,2,1,0,534900,"Murray","Henley","Western Albemarle","110",33,"Average",1
1986,1066,"Central Air",2,2,1,0,537600,"Murray","Henley","Western Albemarle","110",33,"Average",1
1986,1066,"Central Air",2,2,1,0,586600,"Murray","Henley","Western Albemarle","110",33,"Good",1
